Sigla do Cliente;Nome do cliente;Código do cliente;SE;Número do contrato;Status do contrato no ERP;CNPJ do Cliente;CDIP de Abrangência;e-Carta Integração;Armazenamento;Prazo de Armazenamento;Status do contrato no SGD;Fragmentação
AF;TN COM DE PRESENTES EIRELI;3618;SUPERINTENDENCIA ESTADUAL SPM ;9912450296;Ativo;29315927000100;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SXZ;TN COMERCIO DE PRESENTES EIRELI;296;SUPERINTENDENCIA ESTADUAL SPM ;9912450296;Ativo;29315927000100;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SSJ;TOZZINI FREIRE TEIXEIRA SILVA ADVOGADOS;8189;SUPERINTENDENCIA ESTADUAL SPM ;9912348189;Ativo;48109110000112;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
TQ;(TQ-1406) BANCO SANTANDER (BRASIL) S.A.;1406;SUPERINTENDENCIA ESTADUAL SPM ;9912226822;Ativo;90400888000142;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RYP;TRAMANDAI PREF SECRETARIA DA FAZENDA;7820;SUPERINTENDENCIA ESTADUAL RS  ;9912627820;Ativo;88771001000180;CDIP/FLN3;Sim;Não;30;Ativo;Sim
PRO;TRANSITAR - CASCAVEL;4544;SUPERINTENDENCIA ESTADUAL PR  ;9912504544;Ativo;35607532000176;CDIP - Curitiba;Não;Sim;180;Ativo;Não
MIT;TRE MG - MIT;9687;SUPERINTENDENCIA ESTADUAL MG  ;9912639687;Ativo;05940740000121;CDIP - Curitiba;Não;Sim;180;Ativo;Não
PFU;TRE PE;4302;SUPERINTENDENCIA ESTADUAL PE  ;9912343002;Ativo;05790065000100;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
PFQ;TRE PE;8783;SUPERINTENDENCIA ESTADUAL PE  ;9912343002;Ativo;05790065000100;CDIP - Curitiba;Sim;Sim;180;Ativo;Sim
SCX;TRE SC;5550;SUPERINTENDENCIA ESTADUAL SC  ;9912255506;Ativo;05858851000193;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
ESS;TRIB DE JUSTICA DO EST DO ESPIRITO SANTO;7513;SUPERINTENDENCIA ESTADUAL ES  ;9912327513;Ativo;27476100000145;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
GOR;TRIB REG DO TRAB 18 REGIAO;2866;SUPERINTENDENCIA ESTADUAL GO  ;9912242866;Ativo;02395868000163;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
AMR;TRIB REG ELEITORAL DO AMAZONAS TRE AM;5777;SUPERINTENDENCIA ESTADUAL AM  ;9912375777;Ativo;05959999000114;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
SSA;TRIBUNAL CONTAS DO MUNICIPIO RIO JANEIRO;5533;SUPERINTENDENCIA ESTADUAL RJ  ;9912680463;Ativo;27532498000190;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
TH;Tribunal de Contas - PE;210;SUPERINTENDENCIA ESTADUAL PE  ;9912494906;Ativo;11435633000149;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
CC;TRIBUNAL DE CONTAS DA UNIAO;6501;SUPERINTENDENCIA ESTADUAL BSB ;9912434998;Ativo;00414607000118;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
NC;TRIBUNAL DE CONTAS DE MS;4647;SUPERINTENDENCIA ESTADUAL MS  ;9912244647;Suspenso;15424948000141;CDIP - Curitiba;Não;Sim;180;Ativo;Sim
KZ;Tribunal de Contas de Santa Catarina;9989;SUPERINTENDENCIA ESTADUAL SC  ;9912269989;Ativo;83279448000113;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
CEA;TRIBUNAL DE CONTAS DO CEARÁ;4633;SUPERINTENDENCIA ESTADUAL CE  ;9912513968;Ativo;09499757000146;Desativado - CDIP/SPM3;Não;Sim;0;Ativo;Não
CEB;TRIBUNAL DE CONTAS DO CEARÁ;4397;SUPERINTENDENCIA ESTADUAL CE  ;9912518450;Ativo;09499757000146;Desativado - CDIP/SPM3;Não;Sim;0;Ativo;Não
QR;TRIBUNAL DE CONTAS DO ESTADO DA BAHIA;8017;SUPERINTENDENCIA ESTADUAL BA  ;9912378017;Ativo;14674303000102;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
BY;TRIBUNAL DE CONTAS DO ESTADO DE MT;2962;SUPERINTENDENCIA ESTADUAL MT  ;9912339929;Ativo;15024128000162;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
TL;TRIBUNAL DE CONTAS DO ESTADO DO PIAUI;7777;SUPERINTENDENCIA ESTADUAL PI  ;9912514293;Ativo;05818935000101;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
TM;TRIBUNAL DE CONTAS DO ESTADO DO TOCANTIN;2555;SUPERINTENDENCIA ESTADUAL TO  ;9912407000;Cancelado;25053133000157;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
ZX;TRIBUNAL DE CONTAS DO PR;9285;SUPERINTENDENCIA ESTADUAL PR  ;9912359285;Ativo;77996312000121;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
RSH;TRIBUNAL DE CONTAS RS;7964;SUPERINTENDENCIA ESTADUAL RS  ;9912247964;Ativo;89550032000174;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
MAI;TRIBUNAL DE JUSTICA;9222;SUPERINTENDENCIA ESTADUAL MA  ;9912319221;Ativo;05288790000176;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
VJ;TRIBUNAL DE JUSTIÇA DA PARAÍBA - TJ/PB;3594;SUPERINTENDENCIA ESTADUAL PB  ;9912283594;Ativo;09283185000163;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
PEJ;TRIBUNAL DE JUSTICA DE PERNAMBUCO;1488;SUPERINTENDENCIA ESTADUAL PE  ;9912271488;Ativo;11431327000134;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
PFP;TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PE;3114;SUPERINTENDENCIA ESTADUAL PE  ;9912271488;Ativo;11431327000134;CDIP - Curitiba;Sim;Não;180;Ativo;Sim
PFJ;TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PFJ;1479;SUPERINTENDENCIA ESTADUAL PE  ;9912271488;Ativo;11431327000134;CDIP - Curitiba;Sim;Não;180;Ativo;Sim
ROJ;TRIBUNAL DE JUSTIÇA DE RONDÔNIA - FUJU;2957;SUPERINTENDENCIA ESTADUAL RO  ;9912272957;Ativo;10466386000185;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Sim
JB;TRIBUNAL DE JUSTIÇA DO AMAZONAS;2496;SUPERINTENDENCIA ESTADUAL AM  ;9912290989;Ativo;04301769000109;Desativado CDIP/BSB2;Não;Não;180;Ativo;Não
JD;TRIBUNAL DE JUSTIÇA DO DF E DOS TERRITÓR;7963;SUPERINTENDENCIA ESTADUAL BSB ;9912287963;Ativo;00531954000120;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
ACJ;TRIBUNAL DE JUSTICA DO DO ACRE;9953;SUPERINTENDENCIA ESTADUAL ACR ;9912479953;Ativo;04034872000121;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
JR;TRIBUNAL DE JUSTIÇA DO ESPÍRITO SANTO;463;SUPERINTENDENCIA ESTADUAL ES  ;9912327513;Ativo;27476100000145;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
TZ;TRIBUNAL DE JUSTIÇA DO EST. CEARA;4046;SUPERINTENDENCIA ESTADUAL CE  ;9912254046;Ativo;09444530000101;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
BBC;TRIBUNAL DE JUSTICA DO ESTADO;9763;SUPERINTENDENCIA ESTADUAL BA  ;9912329763;Ativo;13100722000160;Desativado CDIP/BSB2;Sim;Sim;180;Ativo;Sim
OJ;TRIBUNAL DE JUSTICA DO ESTADO;9766;SUPERINTENDENCIA ESTADUAL BA  ;9912329763;Ativo;13100722000160;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
BBB;TRIBUNAL DE JUSTICA DO ESTADO;8010;SUPERINTENDENCIA ESTADUAL BA  ;9912318010;Ativo;13100722000160;Desativado CDIP/BSB2;Sim;Sim;180;Ativo;Sim
JX;TRIBUNAL DE JUSTICA DO ESTADO DA BAHIA;6306;SUPERINTENDENCIA ESTADUAL BA  ;9912318010;Ativo;13100722000160;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
PBJ;TRIBUNAL DE JUSTICA DO ESTADO DA PB;5395;SUPERINTENDENCIA ESTADUAL PB  ;9912283594;Ativo;09283185000163;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
VU;TRIBUNAL DE JUSTIÇA DO ESTADO DE ALAGOAS;9257;SUPERINTENDENCIA ESTADUAL AL  ;9912340399;Ativo;12473062000108;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Sim
JQ;TRIBUNAL DE JUSTIÇA DO ESTADO DE RORAIMA;4446;SUPERINTENDENCIA ESTADUAL RR  ;9912364446;Cancelado;34812669000108;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
SET;TRIBUNAL DE JUSTICA DO ESTADO DE SERGIPE;1226;SUPERINTENDENCIA ESTADUAL SE  ;9912312265;Ativo;13166970000103;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
JV;TRIBUNAL DE JUSTIÇA DO ESTADO DO ACRE;8397;SUPERINTENDENCIA ESTADUAL ACR ;9912479953;Ativo;04034872000121;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
CEO;Tribunal de Justiça do Estado do Ceará;5404;SUPERINTENDENCIA ESTADUAL CE  ;9912254046;Ativo;09444530000101;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
CEY;Tribunal de Justiça do Estado do Ceará;4047;SUPERINTENDENCIA ESTADUAL CE  ;9912254046;Ativo;09444530000101;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
EE;TRIBUNAL DE JUSTIÇA DO ESTADO DO PARÁ;7716;SUPERINTENDENCIA ESTADUAL PA  ;9912257715;Ativo;04567897000190;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
KJ;Tribunal de Justiça do Estado do Paraná;3424;SUPERINTENDENCIA ESTADUAL PR  ;9912293424;Ativo;77821841000194;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
MAJ;TRIBUNAL DE JUSTIÇA DO MARANHÃO;9221;SUPERINTENDENCIA ESTADUAL MA  ;9912319221;Ativo;05288790000176;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
JE;TRIBUNAL DE JUSTIÇA DO PARÁ;7715;SUPERINTENDENCIA ESTADUAL PA  ;9912257715;Ativo;04567897000190;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
PIJ;TRIBUNAL DE JUSTIÇA DO PIAUI;3314;SUPERINTENDENCIA ESTADUAL PI  ;9912353314;Ativo;06981344000105;Desativado - CDIP/SPM3;Sim;Sim;0;Ativo;Não
KS;Tribunal de Justiça do Rio de Janeiro;551;SUPERINTENDENCIA ESTADUAL RJ  ;9912270551;Ativo;28538734000148;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
RJZ;TRIBUNAL DE JUSTICA DO RJ EPROC;554;SUPERINTENDENCIA ESTADUAL RJ  ;9912270551;Ativo;28538734000148;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
RNJ;TRIBUNAL DE JUSTIÇA DO RN - RNJ;7420;SUPERINTENDENCIA ESTADUAL RN  ;9912263131;Ativo;08546459000105;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
WX;Tribunal de Justiça do RS;9781;SUPERINTENDENCIA ESTADUAL RS  ;9912359781;Ativo;89522064000166;Desativado - CDIP/FLN2;Sim;Sim;0;Ativo;Sim
TX;TRIBUNAL DE JUSTIÇA DO TOCANTINS;7781;SUPERINTENDENCIA ESTADUAL TO  ;9912516094;Ativo;25053190000136;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
RJO;TRIBUNAL DE JUSTICA ESTAD RIO DE JANEIRO;553;SUPERINTENDENCIA ESTADUAL RJ  ;9912270551;Ativo;28538734000148;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
MTJ;TRIBUNAL DE JUSTICA MT;7430;SUPERINTENDENCIA ESTADUAL MT  ;9912327430;Ativo;03535606000110;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
SCG;TRIBUNAL JUSTICA SANTA CATARINA SC;9301;SUPERINTENDENCIA ESTADUAL SC  ;9912239932;Ativo;83845701000159;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
SCT;TRIBUNAL REG DO TRABALHO DA 12 REGIAO;2807;SUPERINTENDENCIA ESTADUAL SC  ;9912352807;Ativo;02482005000123;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
FI;TRIBUNAL REG. DO TRABALHO 20ª REGIÃO-SE;1910;SUPERINTENDENCIA ESTADUAL SE  ;9912537006;Ativo;01445033000108;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
SQE;TRIBUNAL REGIONAL DO TRAB DA 15A. REGIAO;3797;SUPERINTENDENCIA ESTADUAL SPI ;9912353797;Ativo;03773524000103;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
TF;TRIBUNAL REGIONAL DO TRABALHO - TF PJE;7097;SUPERINTENDENCIA ESTADUAL PR  ;9912247097;Ativo;03141166000116;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
ZR;TRIBUNAL REGIONAL DO TRABALHO - ZR-PJE;7098;SUPERINTENDENCIA ESTADUAL PR  ;9912247097;Ativo;03141166000116;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
RXA;TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGI;7587;SUPERINTENDENCIA ESTADUAL RS  ;9912287587;Ativo;02520619000152;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
CEV;TRIBUNAL REGIONAL DO TRABALHO DA 7A REG;4928;SUPERINTENDENCIA ESTADUAL CE  ;9912344928;Ativo;03235270000170;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
ESE;TRIBUNAL REGIONAL DO TRABALHO 17 REGIÃO;2761;SUPERINTENDENCIA ESTADUAL ES  ;9912352761;Ativo;02488507000161;Desativado - CDIP/SPM3;Sim;Não;30;Ativo;Não
HM;TRIBUNAL REGIONAL DO TRABALHO 23ª REGIAO;4626;SUPERINTENDENCIA ESTADUAL MT  ;9912314626;Ativo;37115425000156;Desativado CDIP/BSB2;Sim;Sim;60;Ativo;Não
ZE;TRIBUNAL REGIONAL ELEITORAL DE SC;5506;SUPERINTENDENCIA ESTADUAL SC  ;9912255506;Ativo;05858851000193;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
RRF;TRIBUNAL REGIONAL FEDERAL DA 5 REGIAO;7986;SUPERINTENDENCIA ESTADUAL PE  ;9912277986;Suspenso;24130072000111;CDIP/FLN3;Não;Sim;30;Ativo;Não
MBO;TRIBUNAL REGIONAL FEDERAL DA 6A REGIAO;6565;SUPERINTENDENCIA ESTADUAL MG  ;9912706565;Ativo;47784477000179;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
ROL;TRIBUNAL REGIONAL FEDERAL 4 REGIAO;4385;SUPERINTENDENCIA ESTADUAL RS  ;9912314384;Ativo;92518737000119;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
QF;Tribunal Regional Federal 4ª Região;4384;SUPERINTENDENCIA ESTADUAL RS  ;9912314384;Ativo;92518737000119;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Sim
WW;TRIBUNAL REGIONAL TRABALHO DA 2 REGIAO;9238;SUPERINTENDENCIA ESTADUAL SPM ;9912349238;Ativo;03241738000139;Desativado - CDIP/SPM3;Sim;Não;30;Ativo;Não
LP;TRIBUNAL REGIONAL TRABALHO DA 5 REGIAO;4038;SUPERINTENDENCIA ESTADUAL BA  ;9912274038/2016;Cancelado;02839639000190;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
GOI;TRINDADE PREFEITURA GABINETE DO PREFEITO;9254;SUPERINTENDENCIA ESTADUAL GO  ;9912409254;Ativo;01217538000115;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
OW;Trindade Prefeitura Municipal;10;SUPERINTENDENCIA ESTADUAL GO  ;9912409254;Ativo;01217538000115;Desativado CDIP/BSB2;Não;Sim;180;Suspenso;Não
VK;TRIVALE ADMINISTRAÇÃO LTDA;9084;SUPERINTENDENCIA ESTADUAL MG  ;9912323268;Ativo;00604122000197;CDIP - Curitiba;Não;Sim;180;Ativo;Não
AMT;TRT;5878;SUPERINTENDENCIA ESTADUAL AM  ;9912325878;Ativo;01671187000118;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
MSA;TRT CAMPO GRANDE;4281;SUPERINTENDENCIA ESTADUAL MS  ;9912524281;Ativo;37115409000163;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
CFM;TRT DA 6A REGIAO;1381;SUPERINTENDENCIA ESTADUAL PE  ;9912271381;Ativo;02566224000190;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
PAT;TRT DA 8 REGIAO;7958;SUPERINTENDENCIA ESTADUAL PA  ;9912346382;Ativo;01547343000133;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
DFR;TRT 10 REGIAO;4600;SUPERINTENDENCIA ESTADUAL BSB ;9912394600;Ativo;02011574000190;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Sim
MAT;TRT 16 REGIAO;6908;SUPERINTENDENCIA ESTADUAL MA  ;9912476908;Ativo;23608631000193;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
RNT;TRT 21A REGIAO - RNT;3014;SUPERINTENDENCIA ESTADUAL RN  ;9912433014;Ativo;02544593000182;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
PIA;TRT 22ª Região - Piauí;7895;SUPERINTENDENCIA ESTADUAL PI  ;9912367895;Ativo;03458141000140;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
TR;(TR-574) TICKET SERV. COM. ADM. LTDA;574;SUPERINTENDENCIA ESTADUAL SPM ;9912291745;Ativo;47866934000174;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Sim
SEC;UMBAUBA PREF GABINETE DO PREFEITO;8365;SUPERINTENDENCIA ESTADUAL SE  ;9912580403;Suspenso;13099395000173;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
UK;UMUARAMA PREFEITURA MUNICIPAL - UK;59;SUPERINTENDENCIA ESTADUAL PR  ;9912453100;Ativo;76247378000156;CDIP - Curitiba;Não;Sim;180;Ativo;Não
MTA;UNICRED MATO GROSSO;9797;SUPERINTENDENCIA ESTADUAL MT  ;9912269797;Ativo;36900256000100;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
MGU;UNIDAS LOCADORA S A;6711;SUPERINTENDENCIA ESTADUAL MG  ;9912576711;Ativo;45736131000170;Desativado - CDIP/SPM3;Não;Sim;30;Ativo;Não
SDT;UNIMED;6940;SUPERINTENDENCIA ESTADUAL SC  ;9912346940;Ativo;82602327000106;CDIP/FLN3;Não;Sim;180;Ativo;Não
MTU;UNIMED;2085;SUPERINTENDENCIA ESTADUAL MT  ;9912252085;Ativo;73967085000155;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
MAU;UNIMED;604;SUPERINTENDENCIA ESTADUAL MA  ;9912290604;Ativo;07057185000110;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
PBB;UNIMED;3841;SUPERINTENDENCIA ESTADUAL PB  ;9912503841;Ativo;08680639000177;Desativado - CDIP/SPM3;Sim;Não;180;Ativo;Não
SRQ;UNIMED AMPARO COOP DE TTRABALHO MEDICO;1166;SUPERINTENDENCIA ESTADUAL SPI ;9912331166;Ativo;65422339000121;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
YU;UNIMED CEARÁ;1388;SUPERINTENDENCIA ESTADUAL CE  ;9912361388;Ativo;10395358000114;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MHH;UNIMED CENTRO OESTE;8226;SUPERINTENDENCIA ESTADUAL MG  ;9912358226;Ativo;42940528000190;CDIP - Curitiba;Sim;Não;0;Ativo;Não
PZU;UNIMED COSTA OESTE COOP DE TRAB MED PZU;7903;SUPERINTENDENCIA ESTADUAL PR  ;9912347903;Ativo;78931391000155;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
AMU;UNIMED DA AMAZONIA FED UNIMED DA AMAZONI;7380;SUPERINTENDENCIA ESTADUAL AM  ;9912377380;Suspenso;84112481000117;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
PAU;UNIMED DE BELEM SEDE ADMINISTRATIVA;879;SUPERINTENDENCIA ESTADUAL PA  ;9912350879;Ativo;04201372000137;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SSI;UNIMED DE SAO ROQUE COOP DE TRAB MEDICO;8004;SUPERINTENDENCIA ESTADUAL SPI ;9912328004;Ativo;74521188000150;Desativado - CDIP/SPM3;Não;Sim;30;Ativo;Sim
CEE;UNIMED DE SOBRAL SOC COOPER MEDICA LTDA;3167;SUPERINTENDENCIA ESTADUAL CE  ;9912373167;Ativo;07649106000160;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
CEC;UNIMED DO CARIRI COOP TRAB MEDICO LTDA;517;SUPERINTENDENCIA ESTADUAL CE  ;9912400517;Ativo;07583396000196;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
IV;UNIMED FESP;3481;SUPERINTENDENCIA ESTADUAL SPM ;9912323481;Ativo;43643139000166;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
UX;UNIMED FORTALEZA;7003;SUPERINTENDENCIA ESTADUAL CE  ;9912377003;Ativo;05868278000107;Desativado - CDIP/SPM3;Não;Sim;30;Ativo;Não
MIW;UNIMED GERAIS DE MINAS;7013;SUPERINTENDENCIA ESTADUAL MG  ;9912337013;Ativo;26189530000113;CDIP - Curitiba;Sim;Sim;0;Ativo;Não
SCQ;UNIMED GRANDE FLORIANOPOLIS;5794;SUPERINTENDENCIA ESTADUAL SC  ;9912355794;Ativo;77858611000108;Desativado - CDIP/FLN2;Sim;Sim;180;Ativo;Não
MBA;UNIMED ITAÚNA MG;2466;SUPERINTENDENCIA ESTADUAL MG  ;9912352466;Ativo;71063853000110;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
RKK;UNIMED LESTE FLUMINENSE;3822;SUPERINTENDENCIA ESTADUAL RJ  ;9912343822;Ativo;28630531000187;CDIP/SPM4;Sim;Sim;30;Ativo;Sim
STV;UNIMED LITORAL;6521;SUPERINTENDENCIA ESTADUAL SC  ;9912396521;Ativo;85377174000120;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
RYB;UNIMED LITORAL SUL RS;7810;SUPERINTENDENCIA ESTADUAL RS  ;9912267810;Ativo;00103956000119;Desativado - CDIP/FLN2;Sim;Não;30;Ativo;Não
PFT;UNIMED PARANA;5483;SUPERINTENDENCIA ESTADUAL PR  ;9912685483;Ativo;78339439000130;CDIP - Curitiba;Não;Sim;180;Ativo;Não
PRG;UNIMED PONTA GROSSA - PRG;7244;SUPERINTENDENCIA ESTADUAL PR  ;9912357244;Ativo;77781706000162;CDIP - Curitiba;Sim;Não;30;Ativo;Não
ROU;UNIMED PORTO VELHO;5858;SUPERINTENDENCIA ESTADUAL RO  ;9912315858;Ativo;05657234000120;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
SQD;UNIMED PPE COOP DE TRAB MEDICO;2348;SUPERINTENDENCIA ESTADUAL SPI ;9912362348;Ativo;44863959000126;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
WO;UNIMED RECIFE COOP DE TRABALHO MEDICO;8183;SUPERINTENDENCIA ESTADUAL PE  ;9912498093;Ativo;11214624000128;Desativado - CDIP/FLN2;Não;Não;0;Ativo;Não
SPU;UNIMED S J CAMPOS COOPERAT TRAB MEDICO;6515;SUPERINTENDENCIA ESTADUAL SPI ;9912326515;Ativo;60214517000105;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SZD;UNIMED SEGUROS SAUDE SA;7017;SUPERINTENDENCIA ESTADUAL SPM ;9912297017;Ativo;04487255000181;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
US;UNIMED SERGIPE COOP. DE TRABALHO MÉDICO;4312;SUPERINTENDENCIA ESTADUAL SE  ;9912303059;Ativo;13360276000122;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
UH;UNIMED TERESINA COOP. DE TRABALHO MÉDICO;4247;SUPERINTENDENCIA ESTADUAL PI  ;9912344247;Cancelado;07241136000132;Desativado - CDIP/SPM3;Sim;Sim;30;Cancelado;Não
UM;UNIMED-BH;5510;SUPERINTENDENCIA ESTADUAL MG  ;9912342981;Ativo;16513178000176;CDIP - Curitiba;Não;Não;180;Ativo;Não
CO;UNIMED-RS FED. COOP. MÉDICAS DO RS LTDA;1207;SUPERINTENDENCIA ESTADUAL RS  ;9912351207;Ativo;87158507000156;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
STK;UNIODONTO DE BEBEDOURO;7959;SUPERINTENDENCIA ESTADUAL SPI ;9912687958;Ativo;66095423000140;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
STL;UNIODONTO DE PRESIDENTE PRUDENTE COOP OD;6957;SUPERINTENDENCIA ESTADUAL SPI ;9912436957;Ativo;00172586000171;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
STG;UNIODONTO DE TAUBATE;9759;SUPERINTENDENCIA ESTADUAL SPI ;9912259759;Ativo;02030488000125;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SWG;UNIODONTO GARANHUNS;2217;SUPERINTENDENCIA ESTADUAL SPI ;9912712217;Ativo;01501597000110;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SUJ;UNIODONTO JACAREI COOPER ODONTOLOGICICA;8222;SUPERINTENDENCIA ESTADUAL SPI ;9912708222;Ativo;00531736000196;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SXQ;UNIODONTO SAO JOSE RIO PRETO;5385;SUPERINTENDENCIA ESTADUAL SPI ;9912665385;Ativo;53206108000100;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
UT;UNIVERSIDADE ESTADUAL DO TO – UNITINS;6350;SUPERINTENDENCIA ESTADUAL TO  ;9912266350;Cancelado;01637536000185;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
UI;UNIVERSIDADE ESTADUAL DO TO – UNITINS;6351;SUPERINTENDENCIA ESTADUAL TO  ;9912266350;Cancelado;01637536000185;Desativado CDIP/BSB2;Não;Não;0;Cancelado;Não
PFK;UNIVERSIDADE FEDERAL DE PERNAMBUCO;6282;SUPERINTENDENCIA ESTADUAL PE  ;9912516282;Ativo;24134488000108;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
UO;(UO-7652)GUNNEBO GATEWAY BRASIL;7652;SUPERINTENDENCIA ESTADUAL SPM ;9912407652;Ativo;04676871000180;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
QG;UP BRASIL ADMINISTRAÇÃO E SERVIÇOS LTDA;7631;SUPERINTENDENCIA ESTADUAL MG  ;9912330104;Ativo;02959392000146;CDIP - Curitiba;Não;Não;180;Ativo;Sim
